age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[39 - 46], 13, [40 - 45], *, United-States, *, White, *, *, *, Never-married
[39 - 46], 13, [40 - 45], *, United-States, *, White, *, *, *, Married-civ-spouse
[39 - 46], 13, [40 - 45], *, United-States, *, White, *, *, *, Divorced
[39 - 46], 13, [40 - 45], *, United-States, *, White, *, *, *, Divorced
[39 - 46], 13, [40 - 45], *, United-States, *, White, *, *, *, Never-married
[39 - 46], 13, [40 - 45], *, United-States, *, White, *, *, *, Married-civ-spouse
[39 - 46], 13, [40 - 45], *, United-States, *, White, *, *, *, Married-spouse-absent
[39 - 46], 13, [40 - 45], *, United-States, *, White, *, *, *, Never-married
[39 - 46], 13, [40 - 45], *, United-States, *, White, *, *, *, Divorced
[50 - 57], [13 - 14], [13 - 40], *, America, Male, *, Husband, *, *, Married-civ-spouse
[50 - 57], [13 - 14], [13 - 40], *, America, Male, *, Husband, *, *, Married-civ-spouse
[50 - 57], [13 - 14], [13 - 40], *, America, Male, *, Husband, *, *, Married-civ-spouse
[50 - 57], [13 - 14], [13 - 40], *, America, Male, *, Husband, *, *, Married-civ-spouse
[50 - 57], [13 - 14], [13 - 40], *, America, Male, *, Husband, *, *, Married-civ-spouse
[50 - 57], [13 - 14], [13 - 40], *, America, Male, *, Husband, *, *, Married-civ-spouse
[50 - 57], [13 - 14], [13 - 40], *, America, Male, *, Husband, *, *, Married-civ-spouse
[50 - 57], [13 - 14], [13 - 40], *, America, Male, *, Husband, *, *, Married-civ-spouse
[50 - 57], [13 - 14], [13 - 40], *, America, Male, *, Husband, *, *, Married-civ-spouse
[38 - 39], 9, 40, *, United-States, *, White, *, *, *, Divorced
[38 - 39], 9, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
[38 - 39], 9, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
[38 - 39], 9, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
[38 - 39], 9, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
[38 - 39], 9, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
[38 - 39], 9, 40, *, United-States, *, White, *, *, *, Divorced
[38 - 39], 9, 40, *, United-States, *, White, *, *, *, Never-married
[38 - 39], 9, 40, *, United-States, *, White, *, *, *, Divorced
[53 - 54], [7 - 9], 40, *, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
[53 - 54], [7 - 9], 40, *, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
[53 - 54], [7 - 9], 40, *, America, Male, *, *, manual-labor, <=50K, Never-married
[53 - 54], [7 - 9], 40, *, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
[53 - 54], [7 - 9], 40, *, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
[53 - 54], [7 - 9], 40, *, America, Male, *, *, manual-labor, <=50K, Divorced
[53 - 54], [7 - 9], 40, *, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
[53 - 54], [7 - 9], 40, *, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
[53 - 54], [7 - 9], 40, *, America, Male, *, *, manual-labor, <=50K, Divorced
[28 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Married-civ-spouse
[28 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Married-civ-spouse
[28 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Separated
[28 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Never-married
[28 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Never-married
[28 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Never-married
[28 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Never-married
[28 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Never-married
[28 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Never-married
[37 - 47], 14, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[37 - 47], 14, 40, *, United-States, *, *, *, *, *, Divorced
[37 - 47], 14, 40, *, United-States, *, *, *, *, *, Divorced
[37 - 47], 14, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[37 - 47], 14, 40, *, United-States, *, *, *, *, *, Widowed
[37 - 47], 14, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[37 - 47], 14, 40, *, United-States, *, *, *, *, *, Never-married
[37 - 47], 14, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[37 - 47], 14, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[49 - 59], [5 - 7], [16 - 50], *, America, *, *, *, *, *, Married-spouse-absent
[49 - 59], [5 - 7], [16 - 50], *, America, *, *, *, *, *, Married-civ-spouse
[49 - 59], [5 - 7], [16 - 50], *, America, *, *, *, *, *, Married-civ-spouse
[49 - 59], [5 - 7], [16 - 50], *, America, *, *, *, *, *, Widowed
[49 - 59], [5 - 7], [16 - 50], *, America, *, *, *, *, *, Divorced
[49 - 59], [5 - 7], [16 - 50], *, America, *, *, *, *, *, Married-civ-spouse
[49 - 59], [5 - 7], [16 - 50], *, America, *, *, *, *, *, Married-civ-spouse
[49 - 59], [5 - 7], [16 - 50], *, America, *, *, *, *, *, Married-civ-spouse
[49 - 59], [5 - 7], [16 - 50], *, America, *, *, *, *, *, Married-civ-spouse
[52 - 59], 9, [45 - 50], *, North-America, Male, White, Husband, *, *, Married-civ-spouse
[52 - 59], 9, [45 - 50], *, North-America, Male, White, Husband, *, *, Married-civ-spouse
[52 - 59], 9, [45 - 50], *, North-America, Male, White, Husband, *, *, Married-civ-spouse
[52 - 59], 9, [45 - 50], *, North-America, Male, White, Husband, *, *, Married-civ-spouse
[52 - 59], 9, [45 - 50], *, North-America, Male, White, Husband, *, *, Married-civ-spouse
[52 - 59], 9, [45 - 50], *, North-America, Male, White, Husband, *, *, Married-civ-spouse
[52 - 59], 9, [45 - 50], *, North-America, Male, White, Husband, *, *, Married-civ-spouse
[52 - 59], 9, [45 - 50], *, North-America, Male, White, Husband, *, *, Married-civ-spouse
