age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
[39 - 41], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 13
[39 - 41], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 9
[39 - 41], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 11
[39 - 41], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 12
[39 - 41], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 10
[39 - 41], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 12
[39 - 41], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 10
[39 - 41], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 9
[50 - 59], [13 - 30], *, *, *, *, *, *, *, <=50K, 13
[50 - 59], [13 - 30], *, *, *, *, *, *, *, <=50K, 5
[50 - 59], [13 - 30], *, *, *, *, *, *, *, <=50K, 9
[50 - 59], [13 - 30], *, *, *, *, *, *, *, <=50K, 9
[50 - 59], [13 - 30], *, *, *, *, *, *, *, <=50K, 6
[50 - 59], [13 - 30], *, *, *, *, *, *, *, <=50K, 10
[50 - 59], [13 - 30], *, *, *, *, *, *, *, <=50K, 12
[50 - 59], [13 - 30], *, *, *, *, *, *, *, <=50K, 2
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 7
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 4
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 6
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 10
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 4
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 10
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 14
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 10
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 9
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 10
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 13
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 10
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 9
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 10
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 5
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[31 - 34], 50, Private, United-States, *, White, *, *, *, *, 14
[31 - 34], 50, Private, United-States, *, White, *, *, *, *, 14
[31 - 34], 50, Private, United-States, *, White, *, *, *, *, 14
[31 - 34], 50, Private, United-States, *, White, *, *, *, *, 10
[31 - 34], 50, Private, United-States, *, White, *, *, *, *, 14
[31 - 34], 50, Private, United-States, *, White, *, *, *, *, 13
[31 - 34], 50, Private, United-States, *, White, *, *, *, *, 10
[31 - 34], 50, Private, United-States, *, White, *, *, *, *, 13
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[37 - 41], 80, *, *, Male, *, *, *, *, *, 10
[37 - 41], 80, *, *, Male, *, *, *, *, *, 16
[37 - 41], 80, *, *, Male, *, *, *, *, *, 9
[37 - 41], 80, *, *, Male, *, *, *, *, *, 14
[37 - 41], 80, *, *, Male, *, *, *, *, *, 10
[37 - 41], 80, *, *, Male, *, *, *, *, *, 9
[37 - 41], 80, *, *, Male, *, *, *, *, *, 14
[37 - 41], 80, *, *, Male, *, *, *, *, *, 13
[30 - 35], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 35], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 35], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 9
[30 - 35], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 12
[30 - 35], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 35], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 12
[30 - 35], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 35], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[23 - 25], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 13
[23 - 25], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 9
[23 - 25], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 9
[23 - 25], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 10
[23 - 25], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 10
[23 - 25], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 9
[23 - 25], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 10
[23 - 25], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 9
[32 - 37], 50, *, United-States, Male, *, *, *, *, *, 12
[32 - 37], 50, *, United-States, Male, *, *, *, *, *, 10
[32 - 37], 50, *, United-States, Male, *, *, *, *, *, 13
[32 - 37], 50, *, United-States, Male, *, *, *, *, *, 13
[32 - 37], 50, *, United-States, Male, *, *, *, *, *, 10
[32 - 37], 50, *, United-States, Male, *, *, *, *, *, 13
[32 - 37], 50, *, United-States, Male, *, *, *, *, *, 8
[32 - 37], 50, *, United-States, Male, *, *, *, *, *, 11
[34 - 37], 45, *, *, *, *, *, *, *, *, 4
[34 - 37], 45, *, *, *, *, *, *, *, *, 13
[34 - 37], 45, *, *, *, *, *, *, *, *, 12
[34 - 37], 45, *, *, *, *, *, *, *, *, 13
[34 - 37], 45, *, *, *, *, *, *, *, *, 9
[34 - 37], 45, *, *, *, *, *, *, *, *, 12
[34 - 37], 45, *, *, *, *, *, *, *, *, 10
[34 - 37], 45, *, *, *, *, *, *, *, *, 13
32, 40, *, United-States, Male, *, *, *, *, <=50K, 9
32, 40, *, United-States, Male, *, *, *, *, <=50K, 10
32, 40, *, United-States, Male, *, *, *, *, <=50K, 4
32, 40, *, United-States, Male, *, *, *, *, <=50K, 9
32, 40, *, United-States, Male, *, *, *, *, <=50K, 7
32, 40, *, United-States, Male, *, *, *, *, <=50K, 10
32, 40, *, United-States, Male, *, *, *, *, <=50K, 9
32, 40, *, United-States, Male, *, *, *, *, <=50K, 10
[38 - 41], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 7
[38 - 41], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
[38 - 41], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
[38 - 41], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
[38 - 41], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
[38 - 41], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 10
[38 - 41], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
[38 - 41], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 8
[43 - 48], [45 - 46], Self, United-States, *, White, *, *, *, *, 14
[43 - 48], [45 - 46], Self, United-States, *, White, *, *, *, *, 16
[43 - 48], [45 - 46], Self, United-States, *, White, *, *, *, *, 9
[43 - 48], [45 - 46], Self, United-States, *, White, *, *, *, *, 10
[43 - 48], [45 - 46], Self, United-States, *, White, *, *, *, *, 11
[43 - 48], [45 - 46], Self, United-States, *, White, *, *, *, *, 13
[43 - 48], [45 - 46], Self, United-States, *, White, *, *, *, *, 13
[43 - 48], [45 - 46], Self, United-States, *, White, *, *, *, *, 3
[35 - 38], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 5
[35 - 38], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 11
[35 - 38], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
[35 - 38], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 15
[35 - 38], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
[35 - 38], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
[35 - 38], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
[35 - 38], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
[59 - 61], [40 - 42], Self, *, *, White, *, *, *, *, 9
[59 - 61], [40 - 42], Self, *, *, White, *, *, *, *, 9
[59 - 61], [40 - 42], Self, *, *, White, *, *, *, *, 10
[59 - 61], [40 - 42], Self, *, *, White, *, *, *, *, 9
[59 - 61], [40 - 42], Self, *, *, White, *, *, *, *, 13
[59 - 61], [40 - 42], Self, *, *, White, *, *, *, *, 9
[59 - 61], [40 - 42], Self, *, *, White, *, *, *, *, 10
[59 - 61], [40 - 42], Self, *, *, White, *, *, *, *, 10
[56 - 60], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
[56 - 60], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
[56 - 60], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 11
[56 - 60], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[56 - 60], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[56 - 60], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
[56 - 60], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[56 - 60], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[19 - 21], 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
[19 - 21], 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[19 - 21], 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[19 - 21], 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
[19 - 21], 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
[19 - 21], 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[19 - 21], 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
[19 - 21], 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[49 - 52], 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 9
[49 - 52], 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 9
[49 - 52], 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 13
[49 - 52], 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 9
[49 - 52], 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 10
[49 - 52], 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 4
[49 - 52], 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 13
[49 - 52], 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 2
[23 - 29], [52 - 56], *, United-States, Male, *, *, *, *, *, 12
[23 - 29], [52 - 56], *, United-States, Male, *, *, *, *, *, 13
[23 - 29], [52 - 56], *, United-States, Male, *, *, *, *, *, 15
[23 - 29], [52 - 56], *, United-States, Male, *, *, *, *, *, 12
[23 - 29], [52 - 56], *, United-States, Male, *, *, *, *, *, 13
[23 - 29], [52 - 56], *, United-States, Male, *, *, *, *, *, 9
[23 - 29], [52 - 56], *, United-States, Male, *, *, *, *, *, 13
[23 - 29], [52 - 56], *, United-States, Male, *, *, *, *, *, 10
[20 - 23], [44 - 45], Private, United-States, *, *, Never-married, *, *, <=50K, 10
[20 - 23], [44 - 45], Private, United-States, *, *, Never-married, *, *, <=50K, 10
[20 - 23], [44 - 45], Private, United-States, *, *, Never-married, *, *, <=50K, 9
[20 - 23], [44 - 45], Private, United-States, *, *, Never-married, *, *, <=50K, 10
[20 - 23], [44 - 45], Private, United-States, *, *, Never-married, *, *, <=50K, 7
[20 - 23], [44 - 45], Private, United-States, *, *, Never-married, *, *, <=50K, 9
[20 - 23], [44 - 45], Private, United-States, *, *, Never-married, *, *, <=50K, 9
[20 - 23], [44 - 45], Private, United-States, *, *, Never-married, *, *, <=50K, 10
[45 - 46], 40, *, United-States, *, White, *, *, *, <=50K, 13
[45 - 46], 40, *, United-States, *, White, *, *, *, <=50K, 14
[45 - 46], 40, *, United-States, *, White, *, *, *, <=50K, 9
[45 - 46], 40, *, United-States, *, White, *, *, *, <=50K, 14
[45 - 46], 40, *, United-States, *, White, *, *, *, <=50K, 10
[45 - 46], 40, *, United-States, *, White, *, *, *, <=50K, 12
[45 - 46], 40, *, United-States, *, White, *, *, *, <=50K, 10
[45 - 46], 40, *, United-States, *, White, *, *, *, <=50K, 13
[22 - 26], [15 - 20], *, *, *, *, *, *, *, <=50K, 10
[22 - 26], [15 - 20], *, *, *, *, *, *, *, <=50K, 7
[22 - 26], [15 - 20], *, *, *, *, *, *, *, <=50K, 13
[22 - 26], [15 - 20], *, *, *, *, *, *, *, <=50K, 10
[22 - 26], [15 - 20], *, *, *, *, *, *, *, <=50K, 12
[22 - 26], [15 - 20], *, *, *, *, *, *, *, <=50K, 10
[22 - 26], [15 - 20], *, *, *, *, *, *, *, <=50K, 10
[22 - 26], [15 - 20], *, *, *, *, *, *, *, <=50K, 13
[48 - 50], 40, *, *, *, White, *, *, *, <=50K, 7
[48 - 50], 40, *, *, *, White, *, *, *, <=50K, 12
[48 - 50], 40, *, *, *, White, *, *, *, <=50K, 9
[48 - 50], 40, *, *, *, White, *, *, *, <=50K, 12
[48 - 50], 40, *, *, *, White, *, *, *, <=50K, 12
[48 - 50], 40, *, *, *, White, *, *, *, <=50K, 4
[48 - 50], 40, *, *, *, White, *, *, *, <=50K, 11
[48 - 50], 40, *, *, *, White, *, *, *, <=50K, 14
[19 - 22], [25 - 30], Private, America, *, *, *, *, *, <=50K, 9
[19 - 22], [25 - 30], Private, America, *, *, *, *, *, <=50K, 7
[19 - 22], [25 - 30], Private, America, *, *, *, *, *, <=50K, 10
[19 - 22], [25 - 30], Private, America, *, *, *, *, *, <=50K, 10
[19 - 22], [25 - 30], Private, America, *, *, *, *, *, <=50K, 5
[19 - 22], [25 - 30], Private, America, *, *, *, *, *, <=50K, 10
[19 - 22], [25 - 30], Private, America, *, *, *, *, *, <=50K, 9
[19 - 22], [25 - 30], Private, America, *, *, *, *, *, <=50K, 10
31, [43 - 45], Private, United-States, *, White, *, *, *, *, 5
31, [43 - 45], Private, United-States, *, White, *, *, *, *, 11
31, [43 - 45], Private, United-States, *, White, *, *, *, *, 5
31, [43 - 45], Private, United-States, *, White, *, *, *, *, 9
31, [43 - 45], Private, United-States, *, White, *, *, *, *, 9
31, [43 - 45], Private, United-States, *, White, *, *, *, *, 9
31, [43 - 45], Private, United-States, *, White, *, *, *, *, 9
31, [43 - 45], Private, United-States, *, White, *, *, *, *, 10
[25 - 27], 40, Private, United-States, Female, *, *, *, *, <=50K, 10
[25 - 27], 40, Private, United-States, Female, *, *, *, *, <=50K, 9
[25 - 27], 40, Private, United-States, Female, *, *, *, *, <=50K, 10
[25 - 27], 40, Private, United-States, Female, *, *, *, *, <=50K, 9
[25 - 27], 40, Private, United-States, Female, *, *, *, *, <=50K, 14
