age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
[39 - 40], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 13
[39 - 40], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 9
[39 - 40], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 12
[39 - 40], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 10
[39 - 40], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 12
[39 - 40], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 10
[39 - 40], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 9
[50 - 58], [13 - 30], Self, *, *, *, *, *, *, <=50K, 13
[50 - 58], [13 - 30], Self, *, *, *, *, *, *, <=50K, 5
[50 - 58], [13 - 30], Self, *, *, *, *, *, *, <=50K, 9
[50 - 58], [13 - 30], Self, *, *, *, *, *, *, <=50K, 9
[50 - 58], [13 - 30], Self, *, *, *, *, *, *, <=50K, 10
[50 - 58], [13 - 30], Self, *, *, *, *, *, *, <=50K, 12
[50 - 58], [13 - 30], Self, *, *, *, *, *, *, <=50K, 2
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 7
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 13
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 6
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 10
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 4
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 30], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 14
37, 40, *, America, Female, White, *, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 9
37, 40, *, America, Female, White, *, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 13
37, 40, *, America, Female, White, *, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 10
[52 - 53], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[52 - 53], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[52 - 53], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 5
[52 - 53], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[52 - 53], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[52 - 53], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
[52 - 53], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[31 - 34], 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
[31 - 34], 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
[31 - 34], 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
[31 - 34], 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
[31 - 34], 50, Private, United-States, *, White, *, *, Prof-specialty, *, 13
[31 - 34], 50, Private, United-States, *, White, *, *, Prof-specialty, *, 10
[31 - 34], 50, Private, United-States, *, White, *, *, Prof-specialty, *, 13
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[37 - 41], 80, *, *, Male, *, *, *, *, *, 10
[37 - 41], 80, *, *, Male, *, *, *, *, *, 9
[37 - 41], 80, *, *, Male, *, *, *, *, *, 14
[37 - 41], 80, *, *, Male, *, *, *, *, *, 10
[37 - 41], 80, *, *, Male, *, *, *, *, *, 9
[37 - 41], 80, *, *, Male, *, *, *, *, *, 14
[37 - 41], 80, *, *, Male, *, *, *, *, *, 13
[30 - 34], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 34], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 34], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 9
[30 - 34], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 12
[30 - 34], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 34], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 34], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[23 - 25], [30 - 35], Private, America, *, White, Never-married, *, *, <=50K, 13
[23 - 25], [30 - 35], Private, America, *, White, Never-married, *, *, <=50K, 9
[23 - 25], [30 - 35], Private, America, *, White, Never-married, *, *, <=50K, 10
[23 - 25], [30 - 35], Private, America, *, White, Never-married, *, *, <=50K, 10
[23 - 25], [30 - 35], Private, America, *, White, Never-married, *, *, <=50K, 9
[23 - 25], [30 - 35], Private, America, *, White, Never-married, *, *, <=50K, 10
