age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
[39 - 42], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 13
[39 - 42], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 9
[39 - 42], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 11
[39 - 42], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 12
[39 - 42], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 9
[39 - 42], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 10
[39 - 42], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 12
[39 - 42], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 10
[39 - 42], [40 - 42], *, United-States, Male, White, *, *, *, <=50K, 9
[50 - 62], [13 - 30], *, *, *, *, *, *, *, <=50K, 13
[50 - 62], [13 - 30], *, *, *, *, *, *, *, <=50K, 5
[50 - 62], [13 - 30], *, *, *, *, *, *, *, <=50K, 9
[50 - 62], [13 - 30], *, *, *, *, *, *, *, <=50K, 9
[50 - 62], [13 - 30], *, *, *, *, *, *, *, <=50K, 6
[50 - 62], [13 - 30], *, *, *, *, *, *, *, <=50K, 10
[50 - 62], [13 - 30], *, *, *, *, *, *, *, <=50K, 9
[50 - 62], [13 - 30], *, *, *, *, *, *, *, <=50K, 12
[50 - 62], [13 - 30], *, *, *, *, *, *, *, <=50K, 2
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 7
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 4
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 6
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[53 - 55], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 10
[28 - 31], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
[28 - 31], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 31], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
[28 - 31], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 10
[28 - 31], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 31], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 4
[28 - 31], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 31], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
[28 - 31], 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 10
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 14
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 10
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 9
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 10
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 13
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 10
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 9
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 10
[37 - 39], 40, *, America, Female, White, *, *, *, <=50K, 9
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 5
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
[52 - 56], [45 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[31 - 35], 50, Private, United-States, *, White, *, *, *, *, 14
[31 - 35], 50, Private, United-States, *, White, *, *, *, *, 14
[31 - 35], 50, Private, United-States, *, White, *, *, *, *, 14
[31 - 35], 50, Private, United-States, *, White, *, *, *, *, 10
[31 - 35], 50, Private, United-States, *, White, *, *, *, *, 8
[31 - 35], 50, Private, United-States, *, White, *, *, *, *, 14
[31 - 35], 50, Private, United-States, *, White, *, *, *, *, 13
[31 - 35], 50, Private, United-States, *, White, *, *, *, *, 10
[31 - 35], 50, Private, United-States, *, White, *, *, *, *, 13
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[42 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[37 - 41], 80, *, *, Male, *, *, *, *, *, 10
[37 - 41], 80, *, *, Male, *, *, *, *, *, 16
[37 - 41], 80, *, *, Male, *, *, *, *, *, 9
[37 - 41], 80, *, *, Male, *, *, *, *, *, 13
[37 - 41], 80, *, *, Male, *, *, *, *, *, 14
[37 - 41], 80, *, *, Male, *, *, *, *, *, 10
[37 - 41], 80, *, *, Male, *, *, *, *, *, 9
[37 - 41], 80, *, *, Male, *, *, *, *, *, 14
[37 - 41], 80, *, *, Male, *, *, *, *, *, 13
[30 - 36], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 36], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 36], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 9
[30 - 36], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 12
[30 - 36], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 36], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 12
[30 - 36], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 9
[30 - 36], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[30 - 36], 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[23 - 26], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 13
[23 - 26], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 9
[23 - 26], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 9
[23 - 26], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 10
[23 - 26], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 10
[23 - 26], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 9
[23 - 26], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 10
[23 - 26], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 9
[23 - 26], [30 - 35], Self, America, *, White, Never-married, *, *, <=50K, 10
[32 - 37], 50, *, United-States, *, *, *, *, *, <=50K, 12
[32 - 37], 50, *, United-States, *, *, *, *, *, <=50K, 10
[32 - 37], 50, *, United-States, *, *, *, *, *, <=50K, 13
[32 - 37], 50, *, United-States, *, *, *, *, *, <=50K, 13
[32 - 37], 50, *, United-States, *, *, *, *, *, <=50K, 10
[32 - 37], 50, *, United-States, *, *, *, *, *, <=50K, 13
[32 - 37], 50, *, United-States, *, *, *, *, *, <=50K, 13
[32 - 37], 50, *, United-States, *, *, *, *, *, <=50K, 11
[32 - 37], 50, *, United-States, *, *, *, *, *, <=50K, 13
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 4
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 11
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 9
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 9
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 9
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 12
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 13
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 9
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 12
[32 - 34], 40, *, United-States, Male, *, *, *, *, <=50K, 9
[32 - 34], 40, *, United-States, Male, *, *, *, *, <=50K, 10
[32 - 34], 40, *, United-States, Male, *, *, *, *, <=50K, 4
[32 - 34], 40, *, United-States, Male, *, *, *, *, <=50K, 5
[32 - 34], 40, *, United-States, Male, *, *, *, *, <=50K, 9
[32 - 34], 40, *, United-States, Male, *, *, *, *, <=50K, 7
[32 - 34], 40, *, United-States, Male, *, *, *, *, <=50K, 9
[32 - 34], 40, *, United-States, Male, *, *, *, *, <=50K, 9
[32 - 34], 40, *, United-States, Male, *, *, *, *, <=50K, 10
[38 - 43], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 7
[38 - 43], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
[38 - 43], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
[38 - 43], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
[38 - 43], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 10
[38 - 43], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
[38 - 43], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 10
[38 - 43], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
[38 - 43], 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 8
[43 - 50], [45 - 46], Self, United-States, *, White, *, *, *, *, 14
[43 - 50], [45 - 46], Self, United-States, *, White, *, *, *, *, 16
[43 - 50], [45 - 46], Self, United-States, *, White, *, *, *, *, 9
[43 - 50], [45 - 46], Self, United-States, *, White, *, *, *, *, 10
[43 - 50], [45 - 46], Self, United-States, *, White, *, *, *, *, 11
[43 - 50], [45 - 46], Self, United-States, *, White, *, *, *, *, 10
[43 - 50], [45 - 46], Self, United-States, *, White, *, *, *, *, 13
[43 - 50], [45 - 46], Self, United-States, *, White, *, *, *, *, 13
[43 - 50], [45 - 46], Self, United-States, *, White, *, *, *, *, 3
[35 - 37], 40, *, United-States, Male, *, *, *, *, *, 5
[35 - 37], 40, *, United-States, Male, *, *, *, *, *, 10
[35 - 37], 40, *, United-States, Male, *, *, *, *, *, 14
[35 - 37], 40, *, United-States, Male, *, *, *, *, *, 9
[35 - 37], 40, *, United-States, Male, *, *, *, *, *, 7
[35 - 37], 40, *, United-States, Male, *, *, *, *, *, 7
[35 - 37], 40, *, United-States, Male, *, *, *, *, *, 14
[35 - 37], 40, *, United-States, Male, *, *, *, *, *, 9
[35 - 37], 40, *, United-States, Male, *, *, *, *, *, 9
[59 - 61], [40 - 42], *, *, *, White, *, *, *, *, 9
[59 - 61], [40 - 42], *, *, *, White, *, *, *, *, 9
[59 - 61], [40 - 42], *, *, *, White, *, *, *, *, 9
[59 - 61], [40 - 42], *, *, *, White, *, *, *, *, 10
[59 - 61], [40 - 42], *, *, *, White, *, *, *, *, 9
[59 - 61], [40 - 42], *, *, *, White, *, *, *, *, 13
[59 - 61], [40 - 42], *, *, *, White, *, *, *, *, 9
[59 - 61], [40 - 42], *, *, *, White, *, *, *, *, 10
[59 - 61], [40 - 42], *, *, *, White, *, *, *, *, 10
[56 - 63], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
[56 - 63], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
[56 - 63], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 11
[56 - 63], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[56 - 63], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
[56 - 63], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[56 - 63], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
